Seção;Descrição da seção;Divisão;Descrição da divisão;Grupo;Descrição do grupo;Classe;Descrição da classe;classe_sdv
J;INFORMAÇÃO E COMUNICAÇÃO;59;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";59.1;Atividades cinematográficas, produção de vídeos e de programas de televisão;59.12-0;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão;5912
J;INFORMAÇÃO E COMUNICAÇÃO;59;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";59.1;Atividades cinematográficas, produção de vídeos e de programas de televisão;59.13-8;Distribuição cinematográfica, de vídeo e de programas de televisão;5913
J;INFORMAÇÃO E COMUNICAÇÃO;59;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";59.1;Atividades cinematográficas, produção de vídeos e de programas de televisão;59.14-6;Atividades de exibição cinematográfica;5914
J;INFORMAÇÃO E COMUNICAÇÃO;59;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";59.2;Atividades de gravação de som e de edição de música;59.20-1;Atividades de gravação de som e de edição de música;5920
J;INFORMAÇÃO E COMUNICAÇÃO;60;ATIVIDADES DE RÁDIO E DE TELEVISÃO;60.1;Atividades de rádio;60.10-1;Atividades de rádio;6010
J;INFORMAÇÃO E COMUNICAÇÃO;60;ATIVIDADES DE RÁDIO E DE TELEVISÃO;60.2;Atividades de televisão;60.21-7;Atividades de televisão aberta;6021
J;INFORMAÇÃO E COMUNICAÇÃO;60;ATIVIDADES DE RÁDIO E DE TELEVISÃO;60.2;Atividades de televisão;60.22-5;Programadoras e atividades relacionadas à televisão por assinatura;6022
J;INFORMAÇÃO E COMUNICAÇÃO;61;TELECOMUNICAÇÕES;61.1;Telecomunicações por fio;61.10-8;Telecomunicações por fio;6110
J;INFORMAÇÃO E COMUNICAÇÃO;61;TELECOMUNICAÇÕES;61.2;Telecomunicações sem fio;61.20-5;Telecomunicações sem fio;6120
J;INFORMAÇÃO E COMUNICAÇÃO;61;TELECOMUNICAÇÕES;61.3;Telecomunicações por satélite;61.30-2;Telecomunicações por satélite;6130
J;INFORMAÇÃO E COMUNICAÇÃO;61;TELECOMUNICAÇÕES;61.4;Operadoras de televisão por assinatura;61.41-8;Operadoras de televisão por assinatura por cabo;6141
J;INFORMAÇÃO E COMUNICAÇÃO;61;TELECOMUNICAÇÕES;61.4;Operadoras de televisão por assinatura;61.42-6;Operadoras de televisão por assinatura por micro-ondas;6142
J;INFORMAÇÃO E COMUNICAÇÃO;61;TELECOMUNICAÇÕES;61.4;Operadoras de televisão por assinatura;61.43-4;Operadoras de televisão por assinatura por satélite;6143
J;INFORMAÇÃO E COMUNICAÇÃO;61;TELECOMUNICAÇÕES;61.9;Outras atividades de telecomunicações;61.90-6;Outras atividades de telecomunicações;6190
J;INFORMAÇÃO E COMUNICAÇÃO;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;62.0;Atividades dos serviços de tecnologia da informação;62.01-5;Desenvolvimento de programas de computador sob encomenda;6201
J;INFORMAÇÃO E COMUNICAÇÃO;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;62.0;Atividades dos serviços de tecnologia da informação;62.02-3;Desenvolvimento e licenciamento de programas de computador customizáveis;6202
J;INFORMAÇÃO E COMUNICAÇÃO;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;62.0;Atividades dos serviços de tecnologia da informação;62.03-1;Desenvolvimento e licenciamento de programas de computador não customizáveis;6203
J;INFORMAÇÃO E COMUNICAÇÃO;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;62.0;Atividades dos serviços de tecnologia da informação;62.04-0;Consultoria em tecnologia da informação;6204
J;INFORMAÇÃO E COMUNICAÇÃO;62;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;62.0;Atividades dos serviços de tecnologia da informação;62.09-1;Suporte técnico, manutenção e outros serviços em tecnologia da informação;6209
J;INFORMAÇÃO E COMUNICAÇÃO;63;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63.1;Tratamento de dados, hospedagem na Internet e outras atividades relacionadas;63.11-9;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet;6311
J;INFORMAÇÃO E COMUNICAÇÃO;63;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63.1;Tratamento de dados, hospedagem na Internet e outras atividades relacionadas;63.19-4;Portais, provedores de conteúdo e outros serviços de informação na Internet;6319
J;INFORMAÇÃO E COMUNICAÇÃO;63;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63.9;Outras atividades de prestação de serviços de informação;63.91-7;Agências de notícias;6391
J;INFORMAÇÃO E COMUNICAÇÃO;63;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;63.9;Outras atividades de prestação de serviços de informação;63.99-2;Outras atividades de prestação de serviços de informação não especificadas anteriormente;6399
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.1;Banco Central;64.10-7;Banco Central;6410
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.2;Intermediação monetária - depósitos à vista;64.21-2;Bancos comerciais;6421
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.2;Intermediação monetária - depósitos à vista;64.22-1;Bancos múltiplos, com carteira comercial;6422
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.2;Intermediação monetária - depósitos à vista;64.23-9;Caixas econômicas;6423
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.2;Intermediação monetária - depósitos à vista;64.24-7;Crédito cooperativo;6424
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.3;Intermediação não monetária - outros instrumentos de captação;64.31-0;Bancos múltiplos, sem carteira comercial;6431
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.3;Intermediação não monetária - outros instrumentos de captação;64.32-8;Bancos de investimento;6432
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.3;Intermediação não monetária - outros instrumentos de captação;64.33-6;Bancos de desenvolvimento;6433
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.3;Intermediação não monetária - outros instrumentos de captação;64.34-4;Agências de fomento;6434
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.3;Intermediação não monetária - outros instrumentos de captação;64.35-2;Crédito imobiliário;6435
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.3;Intermediação não monetária - outros instrumentos de captação;64.36-1;Sociedades de crédito, financiamento e investimento - financeiras;6436
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.3;Intermediação não monetária - outros instrumentos de captação;64.37-9;Sociedades de crédito ao microempreendedor;6437
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.3;Intermediação não monetária - outros instrumentos de captação;64.38-7;Bancos de câmbio e outras instituições de intermediação não monetária;6438
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.4;Arrendamento mercantil;64.40-9;Arrendamento mercantil;6440
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.5;Sociedades de capitalização;64.50-6;Sociedades de capitalização;6450
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.6;Atividades de sociedades de participação;64.61-1;Holdings de instituições financeiras;6461
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.6;Atividades de sociedades de participação;64.62-0;Holdings de instituições não financeiras;6462
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.6;Atividades de sociedades de participação;64.63-8;Outras sociedades de participação, exceto holdings;6463
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.7;Fundos de investimento;64.70-1;Fundos de investimento;6470
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.9;Atividades de serviços financeiros não especificadas anteriormente;64.91-3;Sociedades de fomento mercantil - factoring;6491
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.9;Atividades de serviços financeiros não especificadas anteriormente;64.92-1;Securitização de créditos;6492
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.9;Atividades de serviços financeiros não especificadas anteriormente;64.93-0;Administração de consórcios para aquisição de bens e direitos;6493
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;64;ATIVIDADES DE SERVIÇOS FINANCEIROS;64.9;Atividades de serviços financeiros não especificadas anteriormente;64.99-9;Outras atividades de serviços financeiros não especificadas anteriormente;6499
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;65;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;65.1;Seguros de vida e não vida;65.11-1;Seguros de vida;6511
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;65;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;65.1;Seguros de vida e não vida;65.12-0;Seguros não vida;6512
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;65;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;65.2;Seguros-saúde;65.20-1;Seguros-saúde;6520
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;65;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;65.3;Resseguros;65.30-8;Resseguros;6530
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;65;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;65.4;Previdência complementar;65.41-3;Previdência complementar fechada;6541
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;65;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;65.4;Previdência complementar;65.42-1;Previdência complementar aberta;6542
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;65;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;65.5;Planos de saúde;65.50-2;Planos de saúde;6550
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;66.1;Atividades auxiliares dos serviços financeiros;66.11-8;Administração de bolsas e mercados de balcão organizados;6611
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;66.1;Atividades auxiliares dos serviços financeiros;66.12-6;Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias;6612
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;66.1;Atividades auxiliares dos serviços financeiros;66.13-4;Administração de cartões de crédito;6613
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;66.1;Atividades auxiliares dos serviços financeiros;66.19-3;Atividades auxiliares dos serviços financeiros não especificadas anteriormente;6619
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;66.2;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde;66.21-5;Avaliação de riscos e perdas;6621
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;66.2;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde;66.22-3;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;6622
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;66.2;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde;66.29-1;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;6629
K;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;66;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;66.3;"Atividades de administração de fundos por contrato ou
comissão";66.30-4;"Atividades de administração de fundos por contrato ou
comissão";6630
L;ATIVIDADES IMOBILIÁRIAS;68;ATIVIDADES IMOBILIÁRIAS;68.1;Atividades imobiliárias de imóveis próprios;68.10-2;Atividades imobiliárias de imóveis próprios;6810
L;ATIVIDADES IMOBILIÁRIAS;68;ATIVIDADES IMOBILIÁRIAS;68.2;Atividades imobiliárias por contrato ou comissão;68.21-8;Intermediação na compra, venda e aluguel de imóveis;6821
L;ATIVIDADES IMOBILIÁRIAS;68;ATIVIDADES IMOBILIÁRIAS;68.2;Atividades imobiliárias por contrato ou comissão;68.22-6;Gestão e administração da propriedade imobiliária;6822
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;69;ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA;69.1;Atividades jurídicas;69.11-7;Atividades jurídicas, exceto cartórios;6911
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;69;ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA;69.1;Atividades jurídicas;69.12-5;Cartórios;6912
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;69;ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA;69.2;Atividades de contabilidade, consultoria e auditoria contábil e tributária;69.20-6;Atividades de contabilidade, consultoria e auditoria contábil e tributária;6920
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;70;ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL;70.1;Sedes de empresas e unidades administrativas locais;70.10-7;Sedes de empresas e unidades administrativas locais;7010
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;70;ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL;70.2;Atividades de consultoria em gestão empresarial;70.20-4;Atividades de consultoria em gestão empresarial;7020
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";71.1;Serviços de arquitetura e engenharia e atividades técnicas relacionadas;71.11-1;Serviços de arquitetura;7111
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";71.1;Serviços de arquitetura e engenharia e atividades técnicas relacionadas;71.12-0;Serviços de engenharia;7112
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";71.1;Serviços de arquitetura e engenharia e atividades técnicas relacionadas;71.19-7;Atividades técnicas relacionadas à arquitetura e engenharia;7119
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";71.2;Testes e análises técnicas;71.20-1;Testes e análises técnicas;7120
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;72;PESQUISA E DESENVOLVIMENTO CIENTÍFICO;72.1;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;72.10-0;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;7210
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;72;PESQUISA E DESENVOLVIMENTO CIENTÍFICO;72.2;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;72.20-7;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;7220
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;73;PUBLICIDADE E PESQUISA DE MERCADO;73.1;Publicidade;73.11-4;Agências de publicidade;7311
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;73;PUBLICIDADE E PESQUISA DE MERCADO;73.1;Publicidade;73.12-2;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;7312
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;73;PUBLICIDADE E PESQUISA DE MERCADO;73.1;Publicidade;73.19-0;Atividades de publicidade não especificadas anteriormente;7319
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;73;PUBLICIDADE E PESQUISA DE MERCADO;73.2;Pesquisas de mercado e de opinião pública;73.20-3;Pesquisas de mercado e de opinião pública;7320
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;74;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;74.1;Design e decoração de interiores;74.10-2;Design e decoração de interiores;7410
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;74;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;74.2;Atividades fotográficas e similares;74.20-0;Atividades fotográficas e similares;7420
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;74;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;74.9;Atividades profissionais, científicas e técnicas não especificadas anteriormente;74.90-1;Atividades profissionais, científicas e técnicas não especificadas anteriormente;7490
M;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;75;ATIVIDADES VETERINÁRIAS;75.0;Atividades veterinárias;75.00-1;Atividades veterinárias;7500
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.1;Locação de meios de transporte sem condutor;77.11-0;Locação de automóveis sem condutor;7711
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.1;Locação de meios de transporte sem condutor;77.19-5;Locação de meios de transporte, exceto automóveis, sem condutor;7719
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.2;Aluguel de objetos pessoais e domésticos;77.21-7;Aluguel de equipamentos recreativos e esportivos;7721
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.2;Aluguel de objetos pessoais e domésticos;77.22-5;Aluguel de fitas de vídeo, DVDs e similares;7722
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.2;Aluguel de objetos pessoais e domésticos;77.23-3;Aluguel de objetos do vestuário, jóias e acessórios;7723
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.2;Aluguel de objetos pessoais e domésticos;77.29-2;Aluguel de objetos pessoais e domésticos não especificados anteriormente;7729
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.3;Aluguel de máquinas e equipamentos sem operador;77.31-4;Aluguel de máquinas e equipamentos agrícolas sem operador;7731
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.3;Aluguel de máquinas e equipamentos sem operador;77.32-2;Aluguel de máquinas e equipamentos para construção sem operador;7732
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.3;Aluguel de máquinas e equipamentos sem operador;77.33-1;Aluguel de máquinas e equipamentos para escritório;7733
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.3;Aluguel de máquinas e equipamentos sem operador;77.39-0;Aluguel de máquinas e equipamentos não especificados anteriormente;7739
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;77;ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS;77.4;Gestão de ativos intangíveis não financeiros;77.40-3;Gestão de ativos intangíveis não financeiros;7740
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;78;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO DE OBRA;78.1;Seleção e agenciamento de mão de obra;78.10-8;Seleção e agenciamento de mão de obra;7810
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;78;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO DE OBRA;78.2;Locação de mão de obra temporária;78.20-5;Locação de mão de obra temporária;7820
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;78;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO DE OBRA;78.3;Fornecimento e gestão de recursos humanos para terceiros;78.30-2;Fornecimento e gestão de recursos humanos para terceiros;7830
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;79;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;79.1;Agências de viagens e operadores turísticos;79.11-2;Agências de viagens;7911
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;79;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;79.1;Agências de viagens e operadores turísticos;79.12-1;Operadores turísticos;7912
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;79;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;79.9;Serviços de reservas e outros serviços de turismo não especificados anteriormente;79.90-2;Serviços de reservas e outros serviços de turismo não especificados anteriormente;7990
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;80;ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO;80.1;Atividades de vigilância, segurança privada e transporte de valores;80.11-1;Atividades de vigilância e segurança privada;8011
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;80;ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO;80.1;Atividades de vigilância, segurança privada e transporte de valores;80.12-9;Atividades de transporte de valores;8012
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;80;ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO;80.2;Atividades de monitoramento de sistemas de segurança;80.20-0;Atividades de monitoramento de sistemas de segurança;8020
N;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;80;ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO;80.3;Atividades de investigação particular;80.30-7;Atividades de investigação particular;8030
