Seção;Descrição da seção;Divisão;Descrição da divisão;Grupo;Descrição do grupo;Classe;Descrição da classe;classe_sdv
C;INDÚSTRIAS DE TRANSFORMAÇÃO;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.23-4;Fabricação de artefatos de tanoaria e de embalagens de madeira;1623
C;INDÚSTRIAS DE TRANSFORMAÇÃO;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.29-3;"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto
móveis";1629
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.1;Fabricação de celulose e outras pastas para a fabricação de papel;17.10-9;Fabricação de celulose e outras pastas para a fabricação de papel;1710
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.2;Fabricação de papel, cartolina e papel-cartão;17.21-4;Fabricação de papel;1721
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.2;Fabricação de papel, cartolina e papel-cartão;17.22-2;Fabricação de cartolina e papel-cartão;1722
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.3;Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado;17.31-1;Fabricação de embalagens de papel;1731
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.3;Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado;17.32-0;Fabricação de embalagens de cartolina e papel-cartão;1732
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.3;Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado;17.33-8;Fabricação de chapas e de embalagens de papelão ondulado;1733
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.41-9;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;1741
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.42-7;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;1742
C;INDÚSTRIAS DE TRANSFORMAÇÃO;17;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.49-4;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;1749
C;INDÚSTRIAS DE TRANSFORMAÇÃO;18;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18.1;Atividade de impressão;18.11-3;Impressão de jornais, livros, revistas e outras publicações periódicas;1811
C;INDÚSTRIAS DE TRANSFORMAÇÃO;18;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18.1;Atividade de impressão;18.12-1;Impressão de material de segurança;1812
C;INDÚSTRIAS DE TRANSFORMAÇÃO;18;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18.1;Atividade de impressão;18.13-0;Impressão de materiais para outros usos;1813
C;INDÚSTRIAS DE TRANSFORMAÇÃO;18;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18.2;Serviços de pré-impressão e acabamentos gráficos;18.21-1;Serviços de pré-impressão;1821
C;INDÚSTRIAS DE TRANSFORMAÇÃO;18;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18.2;Serviços de pré-impressão e acabamentos gráficos;18.22-9;Serviços de acabamentos gráficos;1822
C;INDÚSTRIAS DE TRANSFORMAÇÃO;18;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;18.3;Reprodução de materiais gravados em qualquer suporte;18.30-0;Reprodução de materiais gravados em qualquer suporte;1830
C;INDÚSTRIAS DE TRANSFORMAÇÃO;19;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;19.1;Coquerias;19.10-1;Coquerias;1910
C;INDÚSTRIAS DE TRANSFORMAÇÃO;19;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;19.2;Fabricação de produtos derivados do petróleo;19.21-7;Fabricação de produtos do refino de petróleo;1921
C;INDÚSTRIAS DE TRANSFORMAÇÃO;19;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;19.2;Fabricação de produtos derivados do petróleo;19.22-5;Fabricação de produtos derivados do petróleo, exceto produtos do refino;1922
C;INDÚSTRIAS DE TRANSFORMAÇÃO;19;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;19.3;Fabricação de biocombustíveis;19.31-4;Fabricação de álcool;1931
C;INDÚSTRIAS DE TRANSFORMAÇÃO;19;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;19.3;Fabricação de biocombustíveis;19.32-2;Fabricação de biocombustíveis, exceto álcool;1932
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.1;Fabricação de produtos químicos inorgânicos;20.11-8;Fabricação de cloro e álcalis;2011
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.1;Fabricação de produtos químicos inorgânicos;20.12-6;Fabricação de intermediários para fertilizantes;2012
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.1;Fabricação de produtos químicos inorgânicos;20.13-4;Fabricação de adubos e fertilizantes;2013
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.1;Fabricação de produtos químicos inorgânicos;20.14-2;Fabricação de gases industriais;2014
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.1;Fabricação de produtos químicos inorgânicos;20.19-3;Fabricação de produtos químicos inorgânicos não especificados anteriormente;2019
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.2;Fabricação de produtos químicos orgânicos;20.21-5;Fabricação de produtos petroquímicos básicos;2021
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.2;Fabricação de produtos químicos orgânicos;20.22-3;Fabricação de intermediários para plastificantes, resinas e fibras;2022
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.2;Fabricação de produtos químicos orgânicos;20.29-1;Fabricação de produtos químicos orgânicos não especificados anteriormente;2029
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.3;Fabricação de resinas e elastômeros;20.31-2;Fabricação de resinas termoplásticas;2031
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.3;Fabricação de resinas e elastômeros;20.32-1;Fabricação de resinas termofixas;2032
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.3;Fabricação de resinas e elastômeros;20.33-9;Fabricação de elastômeros;2033
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.4;Fabricação de fibras artificiais e sintéticas;20.40-1;Fabricação de fibras artificiais e sintéticas;2040
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.5;Fabricação de defensivos agrícolas e desinfestantes domissanitários;20.51-7;Fabricação de defensivos agrícolas;2051
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.5;Fabricação de defensivos agrícolas e desinfestantes domissanitários;20.52-5;Fabricação de desinfestantes domissanitários;2052
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.6;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal;20.61-4;Fabricação de sabões e detergentes sintéticos;2061
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.6;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal;20.62-2;Fabricação de produtos de limpeza e polimento;2062
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.6;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal;20.63-1;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;2063
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.7;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20.71-1;Fabricação de tintas, vernizes, esmaltes e lacas;2071
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.7;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20.72-0;Fabricação de tintas de impressão;2072
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.7;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20.73-8;Fabricação de impermeabilizantes, solventes e produtos afins;2073
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.91-6;Fabricação de adesivos e selantes;2091
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.92-4;Fabricação de explosivos;2092
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.93-2;Fabricação de aditivos de uso industrial;2093
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.94-1;Fabricação de catalisadores;2094
C;INDÚSTRIAS DE TRANSFORMAÇÃO;20;FABRICAÇÃO DE PRODUTOS QUÍMICOS;20.9;Fabricação de produtos e preparados químicos diversos;20.99-1;Fabricação de produtos químicos não especificados anteriormente;2099
C;INDÚSTRIAS DE TRANSFORMAÇÃO;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.1;Fabricação de produtos farmoquímicos;21.10-6;Fabricação de produtos farmoquímicos;2110
C;INDÚSTRIAS DE TRANSFORMAÇÃO;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.2;Fabricação de produtos farmacêuticos;21.21-1;Fabricação de medicamentos para uso humano;2121
C;INDÚSTRIAS DE TRANSFORMAÇÃO;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.2;Fabricação de produtos farmacêuticos;21.22-0;Fabricação de medicamentos para uso veterinário;2122
C;INDÚSTRIAS DE TRANSFORMAÇÃO;21;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;21.2;Fabricação de produtos farmacêuticos;21.23-8;Fabricação de preparações farmacêuticas;2123
C;INDÚSTRIAS DE TRANSFORMAÇÃO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.1;Fabricação de produtos de borracha;22.11-1;Fabricação de pneumáticos e de câmaras-de-ar;2211
C;INDÚSTRIAS DE TRANSFORMAÇÃO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.1;Fabricação de produtos de borracha;22.12-9;Reforma de pneumáticos usados;2212
C;INDÚSTRIAS DE TRANSFORMAÇÃO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.1;Fabricação de produtos de borracha;22.19-6;Fabricação de artefatos de borracha não especificados anteriormente;2219
C;INDÚSTRIAS DE TRANSFORMAÇÃO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.21-8;Fabricação de laminados planos e tubulares de material plástico;2221
C;INDÚSTRIAS DE TRANSFORMAÇÃO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.22-6;Fabricação de embalagens de material plástico;2222
C;INDÚSTRIAS DE TRANSFORMAÇÃO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.23-4;Fabricação de tubos e acessórios de material plástico para uso na construção;2223
C;INDÚSTRIAS DE TRANSFORMAÇÃO;22;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;22.2;Fabricação de produtos de material plástico;22.29-3;Fabricação de artefatos de material plástico não especificados anteriormente;2229
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.1;Fabricação de vidro e de produtos do vidro;23.11-7;Fabricação de vidro plano e de segurança;2311
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.1;Fabricação de vidro e de produtos do vidro;23.12-5;Fabricação de embalagens de vidro;2312
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.1;Fabricação de vidro e de produtos do vidro;23.19-2;Fabricação de artigos de vidro;2319
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.2;Fabricação de cimento;23.20-6;Fabricação de cimento;2320
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;23.30-3;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;2330
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.4;Fabricação de produtos cerâmicos;23.41-9;Fabricação de produtos cerâmicos refratários;2341
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.4;Fabricação de produtos cerâmicos;23.42-7;Fabricação de produtos cerâmicos não refratários para uso estrutural na construção;2342
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.4;Fabricação de produtos cerâmicos;23.49-4;Fabricação de produtos cerâmicos não refratários não especificados anteriormente;2349
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.91-5;Aparelhamento e outros trabalhos em pedras;2391
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.92-3;Fabricação de cal e gesso;2392
C;INDÚSTRIAS DE TRANSFORMAÇÃO;23;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO METÁLICOS;23.9;Aparelhamento de pedras e fabricação de outros produtos de minerais não metálicos;23.99-1;Fabricação de produtos de minerais não metálicos não especificados anteriormente;2399
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.1;Produção de ferro-gusa e de ferroligas;24.11-3;Produção de ferro-gusa;2411
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.1;Produção de ferro-gusa e de ferroligas;24.12-1;Produção de ferroligas;2412
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.2;Siderurgia;24.21-1;Produção de semiacabados de aço;2421
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.2;Siderurgia;24.22-9;Produção de laminados planos de aço;2422
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.2;Siderurgia;24.23-7;Produção de laminados longos de aço;2423
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.2;Siderurgia;24.24-5;Produção de relaminados, trefilados e perfilados de aço;2424
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.3;Produção de tubos de aço, exceto tubos sem costura;24.31-8;Produção de tubos de aço com costura;2431
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.3;Produção de tubos de aço, exceto tubos sem costura;24.39-3;Produção de outros tubos de ferro e aço;2439
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.41-5;Metalurgia do alumínio e suas ligas;2441
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.42-3;Metalurgia dos metais preciosos;2442
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.43-1;Metalurgia do cobre;2443
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.4;Metalurgia dos metais não ferrosos;24.49-1;Metalurgia dos metais não ferrosos e suas ligas não especificados anteriormente;2449
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.5;Fundição;24.51-2;Fundição de ferro e aço;2451
C;INDÚSTRIAS DE TRANSFORMAÇÃO;24;METALURGIA;24.5;Fundição;24.52-1;Fundição de metais não ferrosos e suas ligas;2452
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.1;"Fabricação de estruturas metálicas e obras de caldeiraria
pesada";25.11-0;Fabricação de estruturas metálicas;2511
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.1;"Fabricação de estruturas metálicas e obras de caldeiraria
pesada";25.12-8;Fabricação de esquadrias de metal;2512
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.1;"Fabricação de estruturas metálicas e obras de caldeiraria
pesada";25.13-6;Fabricação de obras de caldeiraria pesada;2513
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.2;Fabricação de tanques, reservatórios metálicos e caldeiras;25.21-7;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;2521
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.2;Fabricação de tanques, reservatórios metálicos e caldeiras;25.22-5;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;2522
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.31-4;Produção de forjados de aço e de metais não ferrosos e suas ligas;2531
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.32-2;"Produção de artefatos estampados de metal; metalurgia do pó";2532
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.3;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25.39-0;Serviços de usinagem, solda, tratamento e revestimento em metais;2539
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.4;Fabricação de artigos de cutelaria, de serralheria e ferramentas;25.41-1;Fabricação de artigos de cutelaria;2541
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.4;Fabricação de artigos de cutelaria, de serralheria e ferramentas;25.42-0;Fabricação de artigos de serralheria, exceto esquadrias;2542
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.4;Fabricação de artigos de cutelaria, de serralheria e ferramentas;25.43-8;Fabricação de ferramentas;2543
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.5;Fabricação de equipamento bélico pesado, armas e munições;25.50-1;Fabricação de equipamento bélico pesado, armas de fogo e munições;2550
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.9;Fabricação de produtos de metal não especificados anteriormente;25.91-8;Fabricação de embalagens metálicas;2591
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.9;Fabricação de produtos de metal não especificados anteriormente;25.92-6;Fabricação de produtos de trefilados de metal;2592
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.9;Fabricação de produtos de metal não especificados anteriormente;25.93-4;Fabricação de artigos de metal para uso doméstico e pessoal;2593
C;INDÚSTRIAS DE TRANSFORMAÇÃO;25;"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS
E EQUIPAMENTOS";25.9;Fabricação de produtos de metal não especificados anteriormente;25.99-3;Fabricação de produtos de metal não especificados anteriormente;2599
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.1;Fabricação de componentes eletrônicos;26.10-8;Fabricação de componentes eletrônicos;2610
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.2;Fabricação de equipamentos de informática e periféricos;26.21-3;Fabricação de equipamentos de informática;2621
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.2;Fabricação de equipamentos de informática e periféricos;26.22-1;Fabricação de periféricos para equipamentos de informática;2622
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.3;Fabricação de equipamentos de comunicação;26.31-1;Fabricação de equipamentos transmissores de comunicação;2631
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.3;Fabricação de equipamentos de comunicação;26.32-9;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação;2632
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.4;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;26.40-0;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;2640
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.5;"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios";26.51-5;"Fabricação de aparelhos e equipamentos de medida, teste e
controle";2651
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.5;"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios";26.52-3;Fabricação de cronômetros e relógios;2652
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.6;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;26.60-4;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;2660
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.7;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;26.70-1;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;2670
C;INDÚSTRIAS DE TRANSFORMAÇÃO;26;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;26.8;Fabricação de mídias virgens, magnéticas e ópticas;26.80-9;Fabricação de mídias virgens, magnéticas e ópticas;2680
C;INDÚSTRIAS DE TRANSFORMAÇÃO;27;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;27.1;Fabricação de geradores, transformadores e motores elétricos;27.10-4;Fabricação de geradores, transformadores e motores elétricos;2710
C;INDÚSTRIAS DE TRANSFORMAÇÃO;27;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;27.2;Fabricação de pilhas, baterias e acumuladores elétricos;27.21-0;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;2721
